"TimeUTC","timestampInMs","requestPath","requestMethod","requestQueryString","responseStatusCode","requestId","requestUserAgent","level","environment","branch","vercelCache","type","function","host","deploymentDomain","deploymentId","durationMs","region","maxMemoryUsed","memorySize","message","projectId","traceId","sessionId","invocationId","instanceId","concurrency"
"2025-11-10 14:02:36",1762783356868,"bookmate-l3oppyzm8-tool2us-projects.vercel.app/dashboard","GET","",200,"wrbcq-1762783356384-dfdddfea951b","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","PRERENDER","static","/dashboard","bookmate-l3oppyzm8-tool2us-projects.vercel.app","bookmate-l3oppyzm8-tool2us-projects.vercel.app","dpl_BXrXBWQtWfS7jj9YNFPSwgiaiwED",-1,"",-1,-1,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","","",-1
"2025-11-10 13:59:26",1762783166180,"bookmate-l3oppyzm8-tool2us-projects.vercel.app/login","GET","",200,"5g5f5-1762783166096-31b953135160","vercel-screenshot/1.0","info","production","main","PRERENDER","static","/login","bookmate-l3oppyzm8-tool2us-projects.vercel.app","bookmate-l3oppyzm8-tool2us-projects.vercel.app","dpl_BXrXBWQtWfS7jj9YNFPSwgiaiwED",-1,"",-1,-1,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","","",-1
"2025-11-10 13:59:26",1762783166113,"bookmate-l3oppyzm8-tool2us-projects.vercel.app/login","GET","",200,"hxfv5-1762783165906-44d180ea72d8","vercel-screenshot/1.0","info","production","main","PRERENDER","static","/login","bookmate-l3oppyzm8-tool2us-projects.vercel.app","bookmate-l3oppyzm8-tool2us-projects.vercel.app","dpl_BXrXBWQtWfS7jj9YNFPSwgiaiwED",-1,"",-1,-1,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","","",-1
"2025-11-10 13:59:25",1762783165259,"bookmate-l3oppyzm8-tool2us-projects.vercel.app/","GET","",200,"s98g9-1762783164986-ebfe19466e68","vercel-screenshot/1.0","info","production","main","PRERENDER","static","/","bookmate-l3oppyzm8-tool2us-projects.vercel.app","bookmate-l3oppyzm8-tool2us-projects.vercel.app","dpl_BXrXBWQtWfS7jj9YNFPSwgiaiwED",-1,"",-1,-1,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","","",-1
"2025-11-10 13:59:25",1762783165250,"bookmate-l3oppyzm8-tool2us-projects.vercel.app/","GET","",200,"rprjb-1762783164952-1c83fbd3b793","vercel-screenshot/1.0","info","production","main","PRERENDER","static","/","bookmate-l3oppyzm8-tool2us-projects.vercel.app","bookmate-l3oppyzm8-tool2us-projects.vercel.app","dpl_BXrXBWQtWfS7jj9YNFPSwgiaiwED",-1,"",-1,-1,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","","",-1
"2025-11-10 13:57:54",1762783074928,"bookmate-2ju9at0ce-tool2us-projects.vercel.app/api/reports/share","POST","",-1,"rzcf5-1762783074451-f2854255a40f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","error","production","main","","lambda","/api/reports/share","bookmate-2ju9at0ce-tool2us-projects.vercel.app","bookmate-2ju9at0ce-tool2us-projects.vercel.app","dpl_AEQdXM2o9sd3K9MFdr2MBzuCj2B5",-1,"iad1",-1,-1,"Share POST error: Error [PrismaClientInitializationError]: 
Invalid `prisma.sharedReport.create()` invocation:


Error querying the database: Error code 14: Unable to open the database file
    at async x (.next/server/app/api/reports/share/route.js:1:1541)
    at async k (.next/server/app/api/reports/share/route.js:2:3926)
    at async g (.next/server/app/api/reports/share/route.js:2:4929) {
  clientVersion: '6.19.0',
  errorCode: undefined,
  retryable: undefined
}","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0Y6J3SQZNQCD70GEYQT9Y","",-1
"2025-11-10 13:57:54",1762783074672,"bookmate-2ju9at0ce-tool2us-projects.vercel.app/api/reports/share","POST","",500,"rzcf5-1762783074451-f2854255a40f","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","error","production","main","","lambda","/api/reports/share","bookmate-2ju9at0ce-tool2us-projects.vercel.app","bookmate-2ju9at0ce-tool2us-projects.vercel.app","dpl_AEQdXM2o9sd3K9MFdr2MBzuCj2B5",34,"iad1",148,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0Y6J3SQZNQCD70GEYQT9Y","F9PJ6t6VbQaV",1
"2025-11-10 13:57:31",1762783051564,"accounting.siamoon.com/api/pnl/overhead-expenses","GET","period=month",200,"2kp6c-1762783051533-6c7a34f85554","node","info","production","main","","lambda","/api/pnl/overhead-expenses","accounting.siamoon.com","accounting.siamoon.com","dpl_HDa3KEe9sjFMo3pwBtA7Guy6Sm3p",3055,"iad1",126,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFSC6Z0ZR7E7E9K6XRAX","kvxQsuEGkUw0",1
"2025-11-10 13:57:31",1762783051554,"accounting.siamoon.com/api/pnl","GET","",200,"rtkrb-1762783051463-8e3b6d9a46b1","node","info","production","main","","lambda","/api/pnl","accounting.siamoon.com","accounting.siamoon.com","dpl_HDa3KEe9sjFMo3pwBtA7Guy6Sm3p",2063,"iad1",125,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFS2ZN6P9Z3TK49J0CP2","IAhJLRcovCoO",1
"2025-11-10 13:57:31",1762783051550,"accounting.siamoon.com/api/inbox","GET","",200,"z7nh8-1762783051502-2893edb69979","node","info","production","main","","lambda","/api/inbox","accounting.siamoon.com","accounting.siamoon.com","dpl_HDa3KEe9sjFMo3pwBtA7Guy6Sm3p",3437,"iad1",125,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFRZMV26NH0AYTWPWVPF","6bnsT9HDHbMs",1
"2025-11-10 13:57:31",1762783051547,"accounting.siamoon.com/api/pnl/property-person","GET","period=month",200,"hbbmc-1762783051465-5a46aeba5d00","node","info","production","main","","lambda","/api/pnl/property-person","accounting.siamoon.com","accounting.siamoon.com","dpl_HDa3KEe9sjFMo3pwBtA7Guy6Sm3p",2510,"iad1",127,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFRVR57M87JMA4M6P7SM","fT44blUJRiie",1
"2025-11-10 13:57:31",1762783051531,"accounting.siamoon.com/api/balance","GET","",200,"2dckf-1762783051461-bce95766a722","node","info","production","main","","lambda","/api/balance","accounting.siamoon.com","accounting.siamoon.com","dpl_HDa3KEe9sjFMo3pwBtA7Guy6Sm3p",1925,"iad1",275,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFRB917S11SYCACTXRXP","CtRqMHhlmZZ4",1
"2025-11-10 13:57:31",1762783051398,"bookmate-2ju9at0ce-tool2us-projects.vercel.app/api/reports/generate","POST","",200,"lcnhl-1762783051286-50eaddb42116","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36","info","production","main","","lambda","/api/reports/generate","bookmate-2ju9at0ce-tool2us-projects.vercel.app","bookmate-2ju9at0ce-tool2us-projects.vercel.app","dpl_AEQdXM2o9sd3K9MFdr2MBzuCj2B5",3949,"iad1",146,2048,"","prj_63uBGkZZhjEmgHzohvBA1ZzjMGG3","","","01K9Q0XFM6CF5H5TN9YMSA5VD1","F9PJ6t6VbQaV",1
